element_type,ep_next,ep_this,event_points,form,id,news,news_added,now_cost,points_per_game,selected_by_percent,status,team,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,position,goal_involvements,money_value,performance
FWD,0.7,0.0,0,0.7,401,,2024-09-27T11:00:07.383857Z,8.3,3.8,13.0,a,Newcastle,4,19,0.1,2.3,Isak,405,1,1,1,6,0,0,0,0,0,0,3,68,77.0,51.9,116.0,24.4,5,1.41,0.30,1.71,8.18,176,157,56,113,,,2.0,0.31,0.0,0.07,0.38,1.82,1.33,1.11,0.22,Forward,2.0,2.2891566265060237,0.29000000000000004
MID,3.0,3.0,3,3.0,402,,,5.2,2.3,0.5,a,Newcastle,4,16,0.6,3.1,J.Murphy,408,0,2,1,4,0,0,0,1,0,0,0,57,80.2,91.6,61.0,23.3,5,0.27,1.17,1.44,5.15,172,84,111,118,,,,0.06,0.0,0.26,0.32,1.14,0.88,1.1,0.22,Midfielder,2.0,3.0769230769230766,0.56
MID,2.0,2.0,3,2.0,403,,,6.0,2.7,1.6,a,Newcastle,4,19,0.3,3.2,Joelinton,568,1,0,2,6,0,0,0,4,0,0,3,67,116.6,98.9,118.0,33.4,7,0.90,0.28,1.18,9.16,112,71,54,60,,,,0.14,0.0,0.04,0.18,1.45,0.95,1.11,0.32,Midfielder,1.0,3.1666666666666665,-0.17999999999999994
DEF,0.0,0.0,0,0.0,404,,,4.4,1.6,0.1,a,Newcastle,4,8,0.0,1.8,Kelly,203,0,1,0,4,0,0,0,1,0,0,0,26,56.8,16.7,7.0,7.9,3,0.19,0.10,0.29,4.64,216,270,292,278,,,,0.08,0.0,0.04,0.12,2.06,1.77,1.33,0.0,Defender,1.0,1.8181818181818181,0.71
DEF,0.0,0.0,0,0.0,405,,2024-09-04T10:30:05.581724Z,4.4,3.3,0.1,a,Newcastle,4,10,0.0,2.3,Krafth,240,0,0,1,2,0,0,0,0,0,0,0,34,44.2,10.9,11.0,6.6,2,0.04,0.03,0.07,5.07,248,307,262,296,,,,0.02,0.0,0.01,0.03,1.9,0.75,0.75,0.38,Defender,0.0,2.2727272727272725,-0.07
MID,0.0,0.0,0,0.0,406,,,4.5,0.0,0.0,a,Newcastle,4,0,0.0,0.0,Kuol,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,593,590,571,597,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,1.0,1.0,1,1.0,409,,,4.5,2.1,2.1,a,Newcastle,4,15,0.2,3.3,Livramento,347,0,0,1,4,0,0,0,0,0,0,1,50,80.2,27.1,0.0,10.8,4,0.00,0.02,0.02,5.91,171,232,522,248,,,,0.0,0.0,0.01,0.01,1.53,1.04,1.04,0.26,Defender,0.0,3.3333333333333335,-0.02
MID,0.7,0.7,1,0.7,410,,,4.7,1.5,0.6,a,Newcastle,4,9,0.1,1.9,Longstaff,302,0,0,1,3,0,0,0,1,0,0,0,43,33.8,19.8,12.0,6.6,4,0.21,0.04,0.25,5.48,283,255,253,297,,,,0.06,0.0,0.01,0.07,1.63,0.89,1.19,0.3,Midfielder,0.0,1.9148936170212765,-0.25
MID,0.0,0.0,0,0.0,411,Lack of match fitness - 50% chance of playing,2024-07-17T13:30:05.048462Z,5.0,0.0,0.0,d,Newcastle,4,0,0.0,0.0,Miley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,643,643,640,646,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
GKP,0.0,0.0,0,0.0,412,,,4.4,0.0,0.1,a,Newcastle,4,0,0.0,0.0,Odysseas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,513,500,470,517,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
GKP,4.0,3.0,6,4.0,413,,2024-10-02T00:30:05.710785Z,5.0,4.4,7.1,a,Newcastle,4,31,0.8,6.2,Pope,630,0,0,2,7,0,0,0,0,0,31,2,116,223.8,0.0,0.0,22.4,7,0.00,0.00,0.0,10.12,12,623,618,129,,,,0.0,4.43,0.0,0.0,1.45,1.0,1.0,0.29,Goalkeeper,0.0,6.2,0.0
GKP,0.0,0.0,0,0.0,414,,,4.0,0.0,0.3,a,Newcastle,4,0,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,426,407,363,430,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,2.3,1.7,5,2.3,415,,2024-10-02T00:30:05.719745Z,5.4,2.6,1.1,a,Newcastle,4,13,0.4,2.4,Schär,387,1,0,1,5,0,0,0,2,1,0,0,42,84.6,11.2,33.0,12.4,5,0.62,0.26,0.88,5.06,162,305,183,235,,2.0,,0.14,0.0,0.06,0.2,1.18,1.16,1.16,0.23,Defender,1.0,2.4074074074074074,0.12
DEF,0.0,0.0,0,0.0,416,Lack of match fitness - 25% chance of playing,2024-09-27T11:00:07.434832Z,4.0,0.0,0.4,d,Newcastle,4,0,0.0,0.0,Targett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,437,420,376,441,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,1.7,1.7,3,1.7,417,,2024-07-17T13:30:05.060878Z,5.5,1.4,0.3,a,Newcastle,4,7,0.3,1.3,Tonali,230,0,0,1,2,0,0,0,1,0,0,0,47,36.6,34.8,64.0,13.5,2,0.71,0.18,0.89,2.54,279,206,109,220,,,,0.28,0.0,0.07,0.35,0.99,0.78,0.78,0.39,Midfielder,0.0,1.2727272727272727,-0.89
MID,1.0,1.0,1,1.0,420,,2024-08-29T09:30:05.054417Z,4.8,1.6,0.2,a,Newcastle,4,8,0.2,1.7,Willock,144,0,1,0,2,0,0,0,0,0,0,0,33,39.0,67.4,18.0,12.5,1,0.16,0.12,0.28,2.37,270,119,223,234,,,,0.1,0.0,0.08,0.18,1.48,1.25,0.62,0.0,Midfielder,1.0,1.6666666666666667,0.72
FWD,0.0,0.0,0,0.0,421,Lack of match fitness - 50% chance of playing,2024-08-05T15:00:04.487875Z,6.9,0.0,0.0,d,Newcastle,4,0,0.0,0.0,Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,663,664,664,664,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
FWD,0.3,0.3,0,0.3,590,,,5.0,1.0,0.2,a,Newcastle,4,1,0.1,0.2,Osula,7,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.1,0,0.00,0.00,0.0,0.47,413,642,639,425,,,,0.0,0.0,0.0,0.0,6.04,12.86,0.0,0.0,Forward,0.0,0.2,0.0
DEF,1.3,0.8,2,1.3,26,,,4.4,2.5,0.5,a,Nott'm Forest,17,10,0.3,2.3,Alex Moreno,288,0,0,1,4,0,0,0,1,0,0,1,36,43.2,12.7,4.0,6.0,4,0.06,0.10,0.16,3.80,254,291,318,303,,,,0.02,0.0,0.03,0.05,1.19,1.25,1.25,0.31,Defender,0.0,2.2727272727272725,-0.16
DEF,1.3,0.8,2,1.3,422,,2024-08-17T20:30:06.361551Z,4.5,3.4,6.2,a,Nott'm Forest,17,24,0.3,5.3,Aina,593,0,0,2,5,0,0,0,1,0,0,5,100,113.8,67.7,8.0,19.0,7,0.04,0.63,0.67,6.91,113,118,283,158,,,,0.01,0.0,0.1,0.11,1.05,0.76,1.06,0.3,Defender,0.0,5.333333333333333,-0.67
MID,1.3,0.8,2,1.3,423,,,5.0,2.4,0.2,a,Nott'm Forest,17,17,0.3,3.4,Anderson,421,0,1,2,6,0,0,0,1,0,0,2,89,99.4,75.5,60.0,23.4,6,0.21,0.17,0.38,5.45,133,108,114,117,2.0,,,0.04,0.0,0.04,0.08,1.17,1.28,1.28,0.43,Midfielder,1.0,3.4,0.62
FWD,0.3,-0.2,0,0.3,424,,,5.7,1.0,0.4,a,Nott'm Forest,17,4,0.1,0.7,Awoniyi,79,0,0,0,1,0,0,0,0,0,0,0,13,7.8,3.8,33.0,4.2,1,0.28,0.04,0.32,0.95,374,340,184,330,,,,0.32,0.0,0.05,0.37,1.08,1.14,1.14,0.0,Forward,0.0,0.7017543859649122,-0.32
DEF,0.0,-0.5,0,0.0,425,,2024-09-11T12:30:07.170970Z,4.3,1.5,0.1,a,Nott'm Forest,17,3,0.0,0.7,Boly,91,0,0,0,1,0,0,0,0,0,0,0,13,32.0,0.2,17.0,4.9,1,0.07,0.00,0.07,1.22,284,393,225,319,,,,0.07,0.0,0.0,0.07,1.21,0.99,0.99,0.0,Defender,0.0,0.6976744186046512,-0.07
GKP,0.0,-0.5,0,0.0,427,,,4.3,0.0,0.2,a,Nott'm Forest,17,0,0.0,0.0,C.Miguel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,506,490,457,510,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.0,-0.5,0,0.0,428,,,4.5,0.0,0.1,a,Nott'm Forest,17,0,0.0,0.0,Da Silva Moreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,594,591,572,598,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
FWD,0.0,-0.5,0,0.0,430,,,4.9,0.0,0.3,a,Nott'm Forest,17,0,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,621,617,609,624,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,0.7,0.2,1,0.7,431,,,4.8,0.8,0.0,a,Nott'm Forest,17,4,0.1,0.8,Dominguez,174,0,0,0,2,0,0,0,1,0,0,0,12,26.2,20.4,9.0,5.6,2,0.15,0.10,0.25,3.58,297,252,276,308,,,,0.08,0.0,0.05,0.13,1.85,1.03,1.03,0.0,Midfielder,0.0,0.8333333333333334,-0.25
MID,1.0,0.5,1,1.0,432,,2024-08-17T20:30:06.384998Z,5.2,1.7,0.9,a,Nott'm Forest,17,12,0.2,2.3,Elanga,360,0,1,1,4,0,0,0,1,0,0,0,49,52.2,109.6,86.0,24.9,4,0.56,0.49,1.05,4.02,229,57,83,105,1.0,,,0.14,0.0,0.12,0.26,1.0,1.0,1.0,0.25,Midfielder,1.0,2.3076923076923075,-0.050000000000000044
MID,2.3,1.8,2,2.3,434,,,5.4,3.1,2.2,a,Nott'm Forest,17,22,0.4,4.1,Hudson-Odoi,480,1,1,2,4,0,0,0,1,0,0,1,108,94.8,169.2,103.0,36.6,5,0.59,0.84,1.43,4.05,147,25,64,51,4.0,,,0.11,0.0,0.16,0.27,0.76,0.75,0.94,0.38,Midfielder,2.0,4.0740740740740735,0.5700000000000001
DEF,1.3,0.8,2,1.3,436,,,4.5,3.0,0.8,a,Nott'm Forest,17,21,0.3,4.7,Murillo,630,0,0,2,6,0,0,0,1,0,0,1,99,144.2,52.2,15.0,21.3,7,0.06,0.28,0.34,7.58,65,156,237,141,,,,0.01,0.0,0.04,0.05,1.08,0.86,1.0,0.29,Defender,0.0,4.666666666666667,-0.34
DEF,0.3,-0.2,0,0.3,437,,,4.4,1.6,0.5,a,Nott'm Forest,17,11,0.1,2.5,N.Williams,339,0,0,1,2,0,0,0,3,0,0,0,43,68.8,50.6,70.0,19.0,3,0.59,0.18,0.77,3.78,193,162,99,157,,3.0,,0.16,0.0,0.05,0.21,1.0,0.53,0.8,0.27,Defender,0.0,2.5,-0.77
DEF,0.0,-0.5,0,0.0,440,,,4.3,0.0,0.1,a,Nott'm Forest,17,0,0.0,0.0,Omobamidele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,505,489,456,509,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
GKP,1.5,1.5,3,2.0,443,Knock - 75% chance of playing,2024-10-12T11:00:07.468908Z,4.5,3.7,3.2,d,Nott'm Forest,17,26,0.4,5.8,Sels,630,0,0,2,6,0,0,0,2,0,19,3,91,150.8,0.1,0.0,15.1,7,0.00,0.04,0.04,7.58,52,396,501,200,,,,0.0,2.71,0.01,0.01,1.08,0.86,1.0,0.29,Goalkeeper,0.0,5.777777777777778,-0.04
DEF,0.0,-0.5,0,0.0,444,,,4.3,1.0,0.1,a,Nott'm Forest,17,1,0.0,0.2,Toffolo,36,0,0,0,1,0,0,0,0,0,0,0,0,9.6,3.0,6.0,1.9,0,0.02,0.01,0.03,0.67,363,347,299,377,3.0,,,0.05,0.0,0.02,0.07,1.68,2.5,0.0,0.0,Defender,0.0,0.23255813953488372,-0.03
FWD,6.0,5.5,8,6.0,447,,,6.3,5.6,12.7,a,Nott'm Forest,17,39,1.0,6.2,Wood,557,4,0,3,5,0,0,0,1,0,0,10,137,156.0,45.4,195.0,39.8,7,2.50,0.15,2.65,5.80,45,173,23,37,,,1.0,0.4,0.0,0.02,0.42,0.94,0.81,1.13,0.48,Forward,4.0,6.190476190476191,1.35
MID,1.3,0.8,2,1.3,449,,2024-08-30T04:00:05.695621Z,4.9,2.1,0.2,a,Nott'm Forest,17,15,0.3,3.1,Yates,446,0,1,1,3,0,0,0,2,0,0,2,71,60.2,58.3,84.0,20.3,3,0.46,0.21,0.67,6.15,209,138,84,149,,,,0.09,0.0,0.04,0.13,1.24,0.61,0.61,0.2,Midfielder,1.0,3.061224489795918,0.32999999999999996
MID,0.0,0.2,-1,0.7,531,Suspended until 25 Oct,2024-10-06T22:00:08.092711Z,6.2,1.2,0.7,s,Nott'm Forest,17,6,0.1,1.0,Ward-Prowse,302,0,0,1,5,0,0,0,0,1,0,0,30,31.6,29.1,9.0,7.0,4,0.06,0.21,0.27,4.16,286,225,280,290,,,,0.02,0.0,0.06,0.08,1.24,1.49,1.19,0.3,Midfielder,0.0,0.9677419354838709,-0.27
DEF,2.7,2.2,5,2.7,573,,,4.5,3.7,0.7,a,Nott'm Forest,17,22,0.6,4.9,Milenković,540,0,1,2,5,0,0,0,0,0,0,0,81,106.2,32.9,41.0,18.0,6,1.12,0.09,1.21,6.36,124,212,161,174,,,,0.19,0.0,0.02,0.21,1.06,0.83,1.0,0.33,Defender,1.0,4.888888888888889,-0.20999999999999996
MID,1.7,1.2,1,1.7,596,,,5.9,1.3,0.1,a,Nott'm Forest,17,8,0.3,1.4,Jota Silva,113,0,1,0,0,0,0,0,1,0,0,0,34,40.8,34.7,43.0,11.9,0,0.20,0.33,0.53,1.87,264,207,152,240,,,,0.16,0.0,0.26,0.42,1.49,0.0,0.0,0.0,Midfielder,1.0,1.3559322033898304,0.47
MID,2.3,1.8,0,2.3,620,,,5.5,2.7,0.0,a,Nott'm Forest,17,8,0.4,1.5,Sosa,56,1,0,0,0,0,0,0,0,0,0,0,32,43.6,21.5,24.0,8.9,0,0.65,0.07,0.72,0.11,252,246,207,266,,,,1.04,0.0,0.11,1.15,0.18,0.0,0.0,0.0,Midfielder,1.0,1.4545454545454546,0.28
DEF,0.7,0.2,1,0.7,653,,,4.5,1.0,0.0,a,Nott'm Forest,17,3,0.2,0.7,Morato,35,0,0,0,0,0,0,0,0,0,0,0,16,22.4,0.0,0.0,2.2,0,0.00,0.00,0.0,1.19,308,559,539,367,,,,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,Defender,0.0,0.6666666666666666,0.0
GKP,1.8,0.8,2,2.3,14,,,4.4,2.4,2.2,a,Southampton,20,12,0.5,2.7,Ramsdale,450,0,0,0,13,0,0,0,0,0,22,0,42,161.6,0.0,0.0,16.1,5,0.00,0.01,0.01,11.35,44,509,481,191,,,,0.0,4.4,0.0,0.0,2.27,2.6,1.0,0.0,Goalkeeper,0.0,2.727272727272727,-0.01
FWD,2.5,1.5,7,3.0,27,,,5.0,1.7,2.0,a,Southampton,20,12,0.6,2.4,Archer,278,1,0,0,7,0,0,1,0,0,0,1,35,46.0,11.2,118.0,17.6,2,2.34,0.03,2.37,7.25,242,304,53,179,,,2.0,0.76,0.0,0.01,0.77,2.35,2.27,0.65,0.0,Forward,1.0,2.4,-1.37
MID,0.2,-0.8,0,0.7,188,,,4.5,1.3,0.4,a,Southampton,20,4,0.2,0.9,Ugochukwu,139,0,0,0,6,0,0,0,0,0,0,0,9,15.8,24.6,6.0,4.7,2,0.21,0.05,0.26,3.43,338,241,303,322,,,,0.14,0.0,0.03,0.17,2.22,3.88,1.29,0.0,Midfielder,0.0,0.8888888888888888,-0.26
MID,0.2,-0.8,0,0.7,397,,,4.8,1.0,0.0,a,Southampton,20,3,0.1,0.6,Fraser,129,0,0,0,4,0,0,0,0,0,0,0,15,16.8,2.1,7.0,2.6,2,0.02,0.00,0.02,2.87,329,354,294,361,,,,0.01,0.0,0.0,0.01,2.0,2.79,1.4,0.0,Midfielder,0.0,0.625,-0.02
MID,-0.5,-1.5,0,0.0,451,,,4.5,1.0,0.1,a,Southampton,20,1,0.0,0.2,Amo-Ameyaw,9,0,0,0,0,0,0,0,0,0,0,0,4,4.0,15.0,6.0,2.5,0,0.02,0.13,0.15,0.00,391,284,302,362,,,,0.2,0.0,1.3,1.5,0.0,0.0,0.0,0.0,Midfielder,0.0,0.2222222222222222,-0.15
MID,0.8,-0.2,2,1.3,452,,,4.9,1.7,0.1,a,Southampton,20,10,0.3,2.0,Aribo,361,0,0,0,9,0,0,0,0,0,0,0,63,49.6,60.6,35.0,14.6,4,0.59,0.51,1.1,8.89,236,135,174,206,,,,0.15,0.0,0.13,0.28,2.22,2.24,1.0,0.0,Midfielder,0.0,2.0408163265306123,-1.1
FWD,0.2,-0.8,1,0.7,453,,,5.2,1.2,0.7,a,Southampton,20,6,0.1,1.2,Armstrong,229,0,0,0,5,0,0,0,1,0,0,0,11,12.2,17.5,58.0,8.7,3,0.78,0.15,0.93,4.61,352,265,120,269,,,1.0,0.31,0.0,0.06,0.37,1.81,1.97,1.18,0.0,Forward,0.0,1.1538461538461537,-0.93
DEF,0.5,-0.5,0,1.0,455,,,4.0,1.1,3.2,a,Southampton,20,8,0.2,2.0,Bednarek,620,0,0,0,15,0,0,0,2,0,0,0,51,189.8,32.6,4.0,22.6,7,0.00,0.09,0.09,14.05,23,214,316,124,,,,0.0,0.0,0.01,0.01,2.04,2.18,1.02,0.0,Defender,0.0,2.0,-0.09
DEF,-0.5,-1.5,0,0.0,456,,,3.9,0.0,0.4,a,Southampton,20,0,0.0,0.0,Bella-Kotchap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,424,405,361,428,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,-0.5,-1.5,0,0.0,457,,,4.0,0.0,0.2,a,Southampton,20,0,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,440,423,379,444,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,-0.5,-1.5,0,0.0,460,,,4.0,0.0,0.2,a,Southampton,20,0,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,475,459,418,479,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,2.8,1.8,1,3.3,461,,,4.0,2.0,10.3,a,Southampton,20,14,0.8,3.5,Harwood-Bellis,499,1,0,0,11,0,0,0,2,0,0,0,38,137.2,57.7,71.0,26.7,6,0.49,0.10,0.59,10.39,75,141,97,92,,,,0.09,0.0,0.02,0.11,1.87,1.98,1.08,0.0,Defender,1.0,3.5,0.41000000000000003
MID,-0.5,0.0,0,0.0,462,,2024-08-05T15:00:04.500770Z,5.0,0.0,0.0,a,Southampton,20,0,0.0,0.0,Kamaldeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,640,639,636,643,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,0.8,-0.2,0,1.3,463,,2024-08-15T14:30:06.184270Z,5.0,2.2,0.0,a,Southampton,20,9,0.3,1.8,Lallana,113,0,2,0,1,0,0,0,2,0,0,1,35,44.2,29.7,15.0,8.9,1,0.15,0.19,0.34,2.18,249,221,238,265,,,,0.12,0.0,0.15,0.27,1.74,0.8,0.8,0.0,Midfielder,2.0,1.8,1.66
DEF,-0.5,-1.5,0,0.0,464,,2024-08-16T11:00:06.405628Z,4.0,0.0,0.1,a,Southampton,20,0,0.0,0.0,Larios,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,481,465,424,485,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
GKP,-0.5,-1.5,0,0.0,466,,,4.0,0.0,0.3,a,Southampton,20,0,0.0,0.0,Lumley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,436,419,375,440,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,-0.2,-1.2,1,0.3,467,,,4.3,1.0,0.1,a,Southampton,20,1,0.1,0.2,Manning,73,0,0,0,2,0,0,0,0,0,0,0,2,19.4,1.9,0.0,2.1,1,0.00,0.00,0.0,2.13,314,357,453,370,1.0,,,0.0,0.0,0.0,0.0,2.63,2.47,1.23,0.0,Defender,0.0,0.23255813953488372,0.0
GKP,-0.5,-1.5,0,0.0,469,,,4.4,3.0,0.2,a,Southampton,20,6,0.0,1.4,McCarthy,180,0,0,0,2,0,0,0,0,0,7,0,21,52.0,0.0,0.0,5.2,2,0.00,0.00,0.0,2.70,230,496,464,314,,,,0.0,3.5,0.0,0.0,1.35,1.0,1.0,0.0,Goalkeeper,0.0,1.3636363636363635,0.0
FWD,-0.2,-1.2,1,0.3,470,,,4.9,1.0,0.2,a,Southampton,20,1,0.1,0.2,Onuachu,16,0,0,0,1,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,0,0.00,0.00,0.0,0.70,409,610,602,421,,,,0.0,0.0,0.0,0.0,3.94,5.62,0.0,0.0,Forward,0.0,0.2040816326530612,0.0
MID,-0.5,0.0,0,0.0,471,,2024-09-14T19:30:06.761619Z,5.0,1.7,0.0,a,Southampton,20,5,0.0,1.0,Smallbone,218,0,0,0,3,0,0,0,0,0,0,0,28,20.6,56.9,32.0,10.9,3,0.31,0.54,0.85,3.67,311,144,186,247,2.0,1.0,,0.13,0.0,0.22,0.35,1.52,1.24,1.24,0.0,Midfielder,0.0,1.0,-0.85
DEF,0.0,0.0,0,0.0,472,Suspended until 26 Oct,2024-10-02T00:30:05.770760Z,4.0,0.5,0.6,s,Southampton,20,2,0.0,0.5,Stephens,348,0,0,0,8,0,0,0,1,1,0,0,4,42.0,27.1,11.0,8.0,4,0.23,0.10,0.33,7.38,257,231,261,275,,,,0.06,0.0,0.03,0.09,1.91,2.07,1.03,0.0,Defender,0.0,0.5,-0.33
DEF,0.5,-0.5,1,1.0,474,,,4.5,2.0,0.3,a,Southampton,20,14,0.2,3.1,Sugawara,565,1,0,0,15,0,0,0,1,0,0,0,57,137.0,119.3,43.0,29.8,7,0.24,0.99,1.23,13.21,76,49,149,74,,,,0.04,0.0,0.16,0.2,2.1,2.39,1.12,0.0,Defender,1.0,3.111111111111111,-0.22999999999999998
DEF,0.5,-0.5,1,1.0,475,,,4.0,1.0,3.8,a,Southampton,20,4,0.2,1.0,Taylor,195,0,0,0,4,0,0,0,1,0,0,0,26,58.8,21.3,2.0,8.3,2,0.00,0.08,0.08,3.80,212,248,333,273,,,,0.0,0.0,0.04,0.04,1.75,1.85,0.92,0.0,Defender,0.0,1.0,-0.08
DEF,-0.5,-1.5,0,0.0,476,,,4.4,1.2,0.4,a,Southampton,20,6,0.0,1.4,Walker-Peters,440,0,0,0,11,0,0,0,1,0,0,0,30,72.0,37.0,60.0,16.9,5,0.22,0.18,0.4,10.98,187,197,113,185,,,,0.04,0.0,0.04,0.08,2.25,2.25,1.02,0.0,Defender,0.0,1.3636363636363635,-0.4
DEF,-0.5,-1.5,0,0.0,477,,,4.0,0.0,1.5,a,Southampton,20,0,0.0,0.0,Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,454,437,394,458,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,-0.2,-1.2,0,0.3,515,,,4.8,0.5,0.0,a,Southampton,20,1,0.1,0.2,Cornet,71,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,1,0.16,0.00,0.16,1.79,353,343,295,368,,,,0.2,0.0,0.0,0.2,2.27,5.07,1.27,0.0,Midfielder,0.0,0.20833333333333334,-0.16
MID,0.8,-0.2,2,1.3,518,,,4.9,1.6,0.1,a,Southampton,20,11,0.3,2.2,Downes,630,0,0,0,15,0,0,0,3,0,0,0,95,89.0,173.7,26.0,28.9,7,0.26,0.91,1.17,14.05,155,24,201,77,,,,0.04,0.0,0.13,0.17,2.01,2.14,1.0,0.0,Midfielder,0.0,2.2448979591836733,-1.17
MID,0.2,-0.8,0,0.7,584,,,5.2,1.5,0.3,a,Southampton,20,9,0.1,1.7,Brereton Díaz,389,0,0,0,8,0,0,0,1,0,0,0,30,17.8,61.6,76.0,15.7,4,0.78,0.14,0.92,8.35,324,129,91,194,,,,0.18,0.0,0.03,0.21,1.93,1.85,0.93,0.0,Midfielder,0.0,1.7307692307692306,-0.92
MID,3.8,2.8,1,4.3,608,,2024-10-16T12:30:07.750821Z,4.6,2.6,3.2,a,Southampton,20,18,0.9,3.9,Dibling,368,1,0,1,10,0,0,0,2,0,0,3,70,75.2,108.4,70.0,25.4,4,0.88,0.58,1.46,8.68,180,59,100,101,,,,0.22,0.0,0.14,0.36,2.12,2.45,0.98,0.24,Midfielder,1.0,3.91304347826087,-0.45999999999999996
MID,2.5,1.5,5,3.0,623,,,5.0,2.2,0.0,a,Southampton,20,13,0.6,2.6,M.Fernandes,371,0,1,1,9,0,0,0,1,0,0,0,62,63.8,81.4,63.0,20.8,4,0.45,0.33,0.78,8.46,203,99,110,148,,,,0.11,0.0,0.08,0.19,2.05,2.18,0.97,0.24,Midfielder,1.0,2.6,0.21999999999999997
